SlNo,FarmerAge,FarmerEduaction,InvolveWithShrimpFarming,Latitude,Longitude,Zone,PriorLandUse,Area_ha,SoilType,CanalDepth_ft,GherDepth_ft,Operator,FertilizerUse,ChemicalUsePondPreparation,ChemicalUseWaterTreatment,Aerator,GherDryAfterHarvest,SludgeRemovalMethods,SludgeRemovalInterval,MaintainAndRepairDikes,PeriodOfFallow,WaterSource_DirectNatural,WaterSource_IndirectNatural,WaterComingViaOtherFarms,Reservoir,WaterExchangeFrequency,InletOutlet,CultureMethod,SourceOfFingerling,StockingDensity_PL/40MeterSquare,StockingAge_Days,PLQuality,CropRotation,FeedType,FeedAdditives,BirdScare,CrabFench,FootBath,LimitedAccess,SameEquipmentForWholeCultureArea,CulturePractice,Temperature,pH,Salinity,PreviousPrevalence(%),CurrentPrevalance(%),VirusDetected
138,30,Secondary,25,22.679382,89.476966,Khulna,3,0.6680161943319838,2,3.0,2.0,1,3,1,3,0,1,2,2,2,45,2,0,0,0,3,0,3,3,92.44351760767174,12,2,1,4,1,0,0,0,0,1,2,27.638585872212232,9.0,13.060460687510227,62.155586307783004,0,0
18,50,Junior Secondary,16,22.768724,89.339533,Khulna,3,0.8097165991902834,3,4.0,1.5,1,3,1,1,0,1,3,2,2,180,0,2,0,0,1,1,3,2,395.4773990777459,15,2,1,3,0,0,0,0,0,1,2,27.382435322676862,7.0,4.977302829387606,32.635450173195466,0,0
145,61,No,9,22.690644,89.474009,Khulna,3,1.214574898785425,2,4.0,2.0,1,3,1,1,0,1,2,2,2,30,0,2,0,0,3,1,1,2,138.4184381783349,18,2,1,1,0,0,0,0,0,1,2,25.37448829218436,8.0,11.379457824672238,40.37955724940139,0,0
88,47,Primary,25,22.689297,89.478548,Khulna,3,0.1214574898785425,3,4.0,2.0,1,4,1,1,0,1,2,3,2,30,0,4,1,0,3,0,1,1,83.7213840148971,15,2,0,1,0,0,0,0,0,1,2,30.599827668085283,7.0,13.059010953979413,87.69484410522769,0,0
140,42,Bachelor's,1,22.660556,89.462222,Khulna,3,2.263157894736842,3,0.0,5.0,0,4,3,3,1,1,2,2,2,105,0,1,0,1,1,0,4,2,566.076007030539,10,1,0,2,1,0,1,1,1,0,1,30.014664460795903,7.9,16.238206698600546,15.0,0,0
51,30,Secondary,15,22.3679192,89.1573535,Satkhira,3,0.9392712550607287,2,3.0,2.0,1,3,1,1,0,1,3,3,2,45,1,0,0,0,4,1,1,2,479.64887097217763,25,2,1,4,0,0,0,0,0,1,2,31.661084210499013,8.0,14.85259409166989,100.0,40,1
156,45,Primary,16,22.64748,89.044991,Satkhira,3,0.26720647773279355,3,3.0,2.0,1,3,1,1,0,1,3,2,2,50,0,4,1,0,1,1,1,2,154.54976427442205,28,2,1,1,0,0,0,0,0,1,2,27.847837589552803,6.0,8.525394932311187,42.27149151567401,0,0
13,37,Secondary,9,22.59757,89.726408,Bagerhat,3,0.4048582995951417,2,5.0,2.0,0,4,1,1,0,1,1,3,2,75,1,0,0,0,4,0,3,2,20.0,32,2,1,3,0,0,0,0,0,1,2,24.48441387072137,7.5,9.140230087226639,34.03467732139725,0,0
13,37,Secondary,9,22.59757,89.726408,Bagerhat,3,0.4048582995951417,2,5.0,2.0,0,4,1,1,0,1,1,3,2,75,1,0,0,0,4,0,3,2,92.65940961126408,32,2,1,3,0,0,0,0,0,1,2,24.0,7.5,8.21511244747959,37.261848982711186,0,0
114,53,Secondary,20,22.792105,89.333387,Khulna,1,0.728744939271255,3,5.0,2.0,1,4,3,3,0,1,3,3,2,45,1,0,0,0,2,1,1,2,134.14212303731375,8,1,0,2,1,0,0,0,0,1,2,33.461697448501255,8.5,11.51243013047868,45.313979232278825,85,1
66,37,Primary,12,22.676344,89.410003,Khulna,3,0.25303643724696356,3,3.5,2.0,1,1,1,3,0,1,3,2,2,45,0,4,1,0,4,1,1,2,100.02541161010411,7,1,1,4,0,0,0,0,0,0,2,37.0,9.0,13.065803580279304,95.3327068130551,90,1
138,30,Secondary,25,22.679382,89.476966,Khulna,3,0.6680161943319838,2,3.0,2.0,1,3,1,3,0,1,2,2,2,45,2,0,0,0,3,0,3,3,113.78562876947694,12,2,1,4,1,0,0,0,0,1,2,26.746910276787954,9.0,10.839527091881562,58.98397279488147,0,0
47,48,Secondary,9,22.3545956,89.1743198,Satkhira,3,4.008097165991903,2,5.0,2.5,1,3,1,1,0,1,3,2,2,55,1,0,0,0,4,1,1,2,469.1005939478798,25,2,1,4,1,0,0,0,0,1,2,31.972884190830413,8.0,17.422434584233123,89.35665095520376,35,1
104,22,Diploma,1,22.701944,89.472222,Khulna,1,0.22267206477732793,1,7.0,5.0,1,4,1,3,0,1,2,3,2,50,0,4,1,0,1,0,3,2,181.4690133068912,7,2,0,1,0,0,0,0,0,0,2,34.29696110017696,7.8,13.899476435874076,18.3515681605538,0,0
175,58,Primary,30,22.52017,89.010264,Satkhira,3,1.1336032388663968,3,4.5,2.0,1,3,1,1,0,1,2,2,2,50,0,2,0,0,2,1,1,2,138.00340606444436,15,2,0,1,0,0,0,0,0,1,2,27.6465786518244,9.0,13.382843401835329,77.24033222178052,0,0
115,58,Primary,25,22.79258,89.336812,Khulna,3,0.4048582995951417,2,5.0,3.0,1,4,1,1,0,1,5,1,2,105,2,0,0,0,1,1,1,3,319.2650451747393,10,3,0,3,0,0,0,0,0,0,2,31.082196086453774,7.6,9.992339355353902,96.80327354796886,0,0
24,46,Secondary,10,22.768649,89.340042,Khulna,3,1.3360323886639676,2,6.0,3.0,0,1,1,1,0,1,2,3,2,45,2,0,0,0,1,1,3,2,157.27561040507135,22,2,1,4,0,0,0,0,0,1,2,27.21938434839981,7.2,4.986606216855876,97.64213786342579,50,1
122,50,No,20,22.775381,89.327365,Khulna,3,1.417004048582996,2,5.5,2.0,1,3,1,3,0,1,3,2,2,45,1,0,0,0,2,1,1,2,632.4296451255254,8,2,0,2,1,0,0,0,0,1,2,33.86962047958482,8.0,12.584239314859293,30.950851475554725,40,1
109,33,Secondary,8,22.78597,89.335551,Khulna,1,0.3562753036437247,2,2.0,3.0,1,4,1,3,0,1,3,2,2,80,0,4,1,0,4,1,1,3,686.8681795891129,10,2,0,2,1,0,0,0,0,1,2,32.49303085759874,7.5,11.993128651580633,42.374191622871614,0,0
12,33,Secondary,15,22.592553,89.742362,Bagerhat,3,1.0121457489878543,2,6.0,3.0,1,3,1,1,0,1,2,3,2,40,1,0,0,0,4,1,3,2,221.70624185757,15,2,1,3,1,0,0,0,0,1,2,24.902238312614575,7.0,7.264461348295999,19.31871638012357,100,1
52,42,Primary,14,22.3654688,89.1883043,Satkhira,3,2.672064777327935,2,3.0,1.5,1,3,1,1,0,1,2,2,2,45,1,0,0,0,4,1,1,2,933.400925312985,35,2,0,4,0,0,0,0,0,1,2,28.7888363053422,7.5,15.566638413245474,43.432296120047845,90,1
215,29,Secondary,12,22.683779,89.465372,Khulna,3,0.8097165991902834,2,6.0,2.0,0,4,1,1,0,0,2,2,2,45,0,4,1,0,1,1,1,2,99.77622009492231,15,1,0,4,1,0,0,0,0,1,2,28.663944901181527,5.0,7.966229040246939,33.2779484756324,0,1
44,54,Higher Secondary,11,22.7915117,89.7323503,Bagerhat,3,0.3643724696356275,3,4.0,4.0,1,3,3,3,1,1,3,2,2,50,0,1,0,1,2,0,4,2,323.6156938970881,25,1,0,2,1,1,1,1,1,0,1,24.778982058907513,8.0,12.24568274643654,19.87906019666002,0,0
68,47,Higher Secondary,21,22.695338,89.410097,Khulna,3,0.9311740890688259,3,3.0,2.0,1,3,1,3,0,1,1,2,2,30,1,0,0,0,3,0,1,2,138.63156466877172,13,2,1,3,1,0,0,0,0,1,2,27.86148219956573,8.0,14.418972306977132,39.22721448330209,20,1
73,32,Primary,15,22.695229,89.410033,Khulna,1,1.0121457489878543,3,2.5,1.4,1,3,1,1,0,1,3,3,2,75,0,4,1,0,3,0,1,1,202.33189059564407,14,2,1,3,0,0,0,0,0,0,2,28.213333525837452,8.0,12.435848716117604,49.06033130181812,40,1
10,50,Primary,10,22.596792,89.735502,Bagerhat,3,4.048582995951417,2,4.0,3.0,1,3,1,1,0,1,2,2,2,50,1,0,0,0,4,1,3,2,128.5853128316423,15,2,1,3,1,0,0,0,0,1,2,24.269452357514012,8.0,6.2413424404602384,43.394094297383404,100,1
65,55,Higher Secondary,20,22.695308,89.410054,Khulna,3,0.1417004048582996,3,2.0,1.2,1,3,1,3,0,1,3,2,2,45,2,0,0,0,4,0,1,1,293.89988702239583,15,2,1,3,1,0,0,0,0,1,2,27.27217661781266,7.5,13.225934387381,32.37367711575554,0,0
60,32,Higher Secondary,15,22.582054,89.666057,Bagerhat,3,0.145748987854251,1,5.0,3.0,1,1,1,3,0,1,3,2,2,55,0,4,1,0,3,1,1,1,351.6786862682704,30,2,0,3,1,0,0,0,0,1,2,27.218834165356085,7.0,12.796946186250606,97.31457948753977,45,1
121,28,Higher Secondary,25,22.77351,89.326545,Khulna,3,0.2834008097165992,3,3.0,2.0,1,1,1,1,0,1,2,3,2,30,0,4,1,0,4,1,3,2,295.3939040645898,8,2,0,1,0,0,0,0,0,0,2,32.17964962495828,8.0,11.454454281965083,99.24082819262323,45,1
13,37,Secondary,9,22.59757,89.726408,Bagerhat,3,0.4048582995951417,2,5.0,2.0,0,4,1,1,0,1,1,3,2,75,1,0,0,0,4,0,3,2,26.570779302934298,32,2,1,3,0,0,0,0,0,1,2,24.0,7.5,7.9830777476054555,32.85813314639324,0,0
96,33,Secondary,3,22.70194,89.473803,Khulna,3,0.012145748987854251,2,4.0,2.0,1,2,1,1,0,1,3,3,2,30,0,4,1,0,4,0,3,1,92.75690809862574,9,2,1,4,0,0,0,0,0,1,2,30.561572129997934,8.0,11.751240741088457,26.370114085192,0,0
20,30,Higher Secondary,9,22.749761,89.321712,Khulna,3,0.6680161943319838,3,3.0,2.5,1,1,3,3,0,1,3,2,2,35,0,2,0,0,1,0,3,1,163.8045430643737,15,2,1,3,1,0,0,0,0,1,2,26.602956662198885,7.5,9.853474624068305,27.49665948638813,15,1
75,55,Higher Secondary,20,22.676317,89.409818,Khulna,1,1.1133603238866396,3,5.0,2.5,1,3,1,3,0,1,3,2,2,55,2,0,0,0,2,1,1,1,159.73042016995475,8,2,1,3,1,0,0,0,0,1,2,28.58680947497277,7.5,15.223969465580899,51.54905708613595,0,0
160,50,Junior Secondary,18,22.648034,89.046182,Satkhira,3,0.4048582995951417,3,4.0,1.0,1,3,1,1,0,1,3,2,2,60,0,2,0,0,1,1,3,2,64.6841124445493,25,2,1,5,0,0,0,0,0,1,2,26.406097510550868,5.0,4.312625811503302,77.67036949584046,0,0
5,22,Primary,4,22.597399,89.739075,Bagerhat,3,2.3157894736842106,2,6.0,2.5,1,4,1,3,0,1,1,2,1,55,1,0,0,0,4,0,1,2,71.74493042999114,30,2,1,4,1,0,0,0,0,1,2,24.111109896334803,7.5,10.732306785181136,15.0,45,1
29,50,Junior Secondary,12,22.700904,89.457357,Khulna,3,0.14979757085020243,1,2.0,1.0,1,2,1,1,0,1,3,3,2,30,3,0,0,0,1,0,3,1,165.03790728915928,30,2,1,4,0,0,0,0,0,1,2,26.13304165460999,6.0,4.188325154427394,15.0,0,0
136,73,Secondary,12,22.729662,89.470217,Khulna,3,0.05263157894736842,2,5.0,5.0,1,4,1,1,0,1,3,3,2,45,1,0,0,0,3,1,1,1,78.57836358864168,13,2,0,5,0,0,0,0,0,0,2,26.46041622389162,8.0,11.123635240453913,53.304307992729186,0,0
113,50,No,15,22.792402,89.332432,Khulna,3,0.20242914979757085,2,4.5,1.5,1,4,1,1,0,1,2,2,2,45,1,0,0,0,3,1,1,2,286.31922464860236,7,1,0,2,0,0,0,0,0,1,2,34.40968444128529,8.0,11.664311281634838,34.30361084887164,70,1
78,70,Primary,20,22.698237,89.415383,Khulna,1,0.4048582995951417,3,4.0,3.0,0,4,1,1,0,1,5,1,1,45,1,0,0,0,4,1,1,1,117.85566998223136,15,2,0,1,0,0,0,0,0,1,2,27.795484578437467,8.0,12.97812175853358,68.74712108922841,100,1
116,35,Secondary,15,22.796803,89.329085,Khulna,1,0.6072874493927125,3,5.0,2.5,1,4,1,1,0,1,3,2,2,45,1,0,0,0,3,1,1,2,229.51591041724552,8,1,0,2,0,0,0,0,0,1,2,34.48083575820675,8.0,9.405828529713432,95.5485767158697,0,0
53,39,Secondary,19,22.3651067,89.1903866,Satkhira,3,2.2955465587044532,1,3.0,2.0,1,3,1,1,0,1,3,3,2,30,0,2,0,0,4,1,1,2,492.23739937655625,20,2,0,3,1,0,0,0,0,1,2,32.49316609202339,9.0,24.767966395181837,100.0,30,1
72,58,Primary,15,22.676344,89.410003,Khulna,1,1.214574898785425,1,6.0,2.5,1,4,1,1,0,1,5,1,2,75,0,4,1,0,4,1,1,1,242.39572779718222,7,2,0,1,0,0,0,0,0,0,2,36.01454850642636,8.8,11.878015897314732,88.20376385116329,85,1
23,31,Junior Secondary,4,22.7918,89.341884,Khulna,3,2.672064777327935,3,8.0,5.0,1,1,1,3,0,1,3,2,2,30,2,0,0,0,2,0,1,2,88.36255795645677,20,2,1,2,1,0,0,0,0,1,2,26.95443399761389,8.0,2.659888099014225,17.432135136448913,0,0
50,28,Secondary,8,22.8030726,89.7363819,Bagerhat,3,0.32388663967611336,2,8.0,5.0,1,1,3,3,0,1,3,2,2,50,3,0,0,0,4,0,1,1,421.68004542744416,25,2,0,4,1,0,0,0,0,1,2,25.473642323243887,7.0,9.932833351520735,35.583480762395894,40,1
48,30,Higher Secondary,10,22.3545956,89.1743198,Satkhira,3,1.874493927125506,2,5.0,3.0,1,3,3,1,0,1,3,2,2,75,1,0,0,0,1,1,1,2,367.93383777264916,12,2,1,4,0,0,0,0,0,1,2,31.86948755370646,5.5,6.187456423146626,33.546013730880766,90,1
145,61,No,9,22.690644,89.474009,Khulna,3,1.214574898785425,2,4.0,2.0,1,3,1,1,0,1,2,2,2,30,0,2,0,0,3,1,1,2,127.69759132040889,18,2,1,1,0,0,0,0,0,1,2,24.91378646361867,8.0,12.670674510235632,42.25828024126668,0,0
223,32,Junior Secondary,14,22.683444,89.465384,Khulna,3,0.30364372469635625,1,4.0,2.0,1,3,1,1,0,1,2,3,2,30,0,4,1,0,1,1,1,3,91.03220592638364,10,2,0,1,0,0,0,0,0,1,2,24.914646634207884,,18.284005663780633,54.070213085788716,35,1
219,31,Higher Secondary,10,22.683476,89.464688,Khulna,3,0.4048582995951417,2,6.0,3.0,1,3,1,1,0,1,2,2,2,45,0,4,1,0,4,1,1,2,230.36273960878293,12,2,0,2,0,0,0,0,0,1,2,27.88651688588574,,25.0,100.0,35,1
230,40,Higher Secondary,5,22.506111,89.662222,Bagerhat,1,0.8704453441295547,1,0.0,5.0,0,3,3,3,1,1,1,2,4,70,1,0,0,0,1,1,4,2,594.251857959283,12,2,0,2,1,0,0,0,0,1,2,29.862243290777563,7.8,12.191241977424824,75.02756618547345,75,1
71,48,Primary,14,22.697999,89.415126,Khulna,3,0.32388663967611336,2,3.5,3.0,0,3,1,3,0,1,1,3,2,45,1,0,0,0,4,1,1,2,215.6834260612715,7,3,1,3,1,0,0,0,0,1,2,27.668152085128053,8.0,11.622123086095192,100.0,40,1
13,37,Secondary,9,22.59757,89.726408,Bagerhat,3,0.4048582995951417,2,5.0,2.0,0,4,1,1,0,1,1,3,2,75,1,0,0,0,4,0,3,2,28.325365960454263,32,2,1,3,0,0,0,0,0,1,2,24.0,7.5,9.22982321799218,37.6911937297981,0,0
45,29,Secondary,4,22.7404847,89.4649385,Khulna,3,0.2631578947368421,2,6.0,4.0,1,3,3,3,1,1,3,2,2,30,0,1,0,1,2,0,4,2,307.4499150708985,15,1,0,2,1,1,1,1,1,0,1,24.052847194676023,8.0,10.048993734586428,17.178232374754803,0,0
156,45,Primary,16,22.64748,89.044991,Satkhira,3,0.26720647773279355,3,3.0,2.0,1,3,1,1,0,1,3,2,2,50,0,4,1,0,1,1,1,2,235.01452855777947,28,2,1,1,0,0,0,0,0,1,2,27.218571763875122,6.0,10.931205167913621,37.44113269816621,0,0
27,40,Higher Secondary,9,22.768267,89.341026,Khulna,3,0.44534412955465585,2,4.0,1.0,1,1,1,1,0,1,1,2,2,45,0,2,0,0,3,0,3,2,300.1582232628267,12,2,1,3,0,0,0,0,0,1,2,30.17341627941549,7.0,5.612280979456264,100.0,0,0
159,48,Higher Secondary,18,22.670353,89.050727,Satkhira,3,0.44534412955465585,3,3.0,1.0,1,3,1,1,0,1,3,2,2,45,0,2,0,0,1,1,1,2,378.108936056812,30,2,1,5,0,0,0,0,1,1,2,26.504260902028857,6.0,4.297139686433317,39.62936761353504,0,0
81,48,Primary,18,22.698237,89.415383,Khulna,3,0.242914979757085,2,4.0,3.0,1,3,1,3,0,1,1,2,2,50,2,0,0,0,4,1,1,2,97.60660185426723,15,2,0,3,1,0,0,0,0,0,2,29.399755484296406,7.5,11.314043683632189,55.83985877323133,35,1
145,61,No,9,22.690644,89.474009,Khulna,3,1.214574898785425,2,4.0,2.0,1,3,1,1,0,1,2,2,2,30,0,2,0,0,3,1,1,2,104.18763356820082,18,2,1,1,0,0,0,0,0,1,2,26.105169346888232,8.0,12.109508888341942,50.77262719433144,0,0
107,35,Junior Secondary,20,22.702213,89.471484,Khulna,3,0.4048582995951417,2,5.0,3.0,1,3,1,3,0,1,1,3,2,70,1,0,0,0,3,1,1,3,116.04795826413113,20,3,0,3,1,0,0,0,0,1,2,30.70626316143153,7.9,12.998057325537685,58.620006816420734,45,1
130,40,No,4,22.789804,89.33496,Khulna,3,0.1417004048582996,2,42.0,2.5,1,4,1,1,0,1,5,1,2,60,2,0,0,0,3,0,1,3,342.8146758823491,10,2,0,4,0,0,0,0,0,1,2,33.403384062170716,8.5,11.596387555058003,46.730135623989135,35,1
61,50,Secondary,26,22.579497,89.666535,Bagerhat,3,0.21052631578947367,1,3.5,3.0,1,1,1,1,0,1,3,3,2,30,0,4,1,0,1,0,3,1,283.45593986165653,7,2,0,4,1,0,0,0,0,1,2,27.820450163271737,7.5,15.675052407688156,99.71820315104728,20,1
45,29,Secondary,4,22.7404847,89.4649385,Khulna,3,0.2631578947368421,2,6.0,4.0,1,3,3,3,1,1,3,2,2,30,0,1,0,1,2,0,4,2,304.6146813289011,15,1,0,2,1,1,1,1,1,0,1,24.0,8.0,12.240357870755405,18.073000469153484,0,0
44,54,Higher Secondary,11,22.7915117,89.7323503,Bagerhat,3,0.3643724696356275,3,4.0,4.0,1,3,3,3,1,1,3,2,2,50,0,1,0,1,2,0,4,2,361.1773951333223,25,1,0,2,1,1,1,1,1,0,1,25.4341449976271,8.0,11.682461732994762,15.0,0,0
132,47,Junior Secondary,8,22.788262,89.335302,Khulna,3,2.0242914979757085,2,4.0,3.0,0,3,1,3,0,1,2,2,2,60,0,4,1,0,3,0,1,2,219.7271625469322,12,2,1,3,1,0,0,0,0,1,2,32.031389733740234,8.0,9.825523599356703,17.83882544806981,0,0
108,50,Secondary,20,22.702213,89.471485,Khulna,3,0.2631578947368421,2,3.0,2.0,1,4,1,1,0,1,2,2,2,50,0,4,1,0,3,0,1,3,146.85669961107806,12,3,0,2,0,0,0,0,0,1,2,30.024341761481548,7.8,14.798954837196327,72.89376338745924,15,1
27,40,Higher Secondary,9,22.768267,89.341026,Khulna,3,0.44534412955465585,2,4.0,1.0,1,1,1,1,0,1,1,2,2,45,0,2,0,0,3,0,3,2,275.06171323959865,12,2,1,3,0,0,0,0,0,1,2,30.741217102058933,7.0,6.053819935556405,100.0,0,0
134,43,Bachelor's,3,22.666389,89.449167,Khulna,1,4.048582995951417,1,0.0,4.5,0,4,3,3,1,1,1,2,4,90,0,1,0,1,1,0,4,2,621.8254880249144,5,2,0,2,0,0,1,1,1,0,1,34.49646210759893,7.8,10.883914430870322,23.456300033011743,0,0
18,50,Junior Secondary,16,22.768724,89.339533,Khulna,3,0.8097165991902834,3,4.0,1.5,1,3,1,1,0,1,3,2,2,180,0,2,0,0,1,1,3,2,406.70829926940723,15,2,1,3,0,0,0,0,0,1,2,26.98501633438054,7.0,5.784815637963244,23.621350000931432,0,0
91,40,Junior Secondary,15,22.692778,89.476389,Khulna,3,0.25101214574898784,1,5.0,3.0,1,4,1,3,0,1,3,2,2,75,1,0,0,0,4,0,1,2,101.25361220953042,10,2,0,1,0,0,0,0,0,0,2,36.737936754736836,8.0,10.415429987208487,29.4171822391368,45,1
11,62,Primary,38,22.596739,89.735445,Bagerhat,3,0.6477732793522267,2,7.0,5.0,0,1,1,1,0,1,2,3,2,45,0,2,0,0,4,1,3,2,226.077315793744,35,2,1,3,0,0,0,0,0,1,2,24.45571549921659,7.0,7.871265702918569,82.28665590063834,100,1
18,50,Junior Secondary,16,22.768724,89.339533,Khulna,3,0.8097165991902834,3,4.0,1.5,1,3,1,1,0,1,3,2,2,180,0,2,0,0,1,1,3,2,370.42835725756544,15,2,1,3,0,0,0,0,0,1,2,27.607094246712286,7.0,6.014522854252575,30.402031208601954,0,0
9,50,Primary,16,22.596792,89.735502,Bagerhat,3,4.048582995951417,2,6.0,3.0,1,3,1,1,0,1,2,2,2,45,1,0,0,0,4,1,3,2,110.34606811415176,15,2,1,3,1,0,0,0,0,1,2,24.439823024439246,7.0,8.116550631593558,33.68877938575186,65,1
118,35,Junior Secondary,15,22.789904,89.343145,Khulna,3,0.2834008097165992,2,4.5,1.5,1,2,1,3,0,1,3,2,2,45,1,0,0,0,3,1,1,3,584.5787737796978,8,2,0,2,1,0,0,0,0,1,2,35.941998615227526,8.5,11.5684944297535,33.56401026337184,0,0
83,36,Higher Secondary,21,22.691579,89.478237,Khulna,3,0.3441295546558704,3,3.0,2.0,1,4,1,1,0,1,2,2,2,30,3,0,0,0,1,1,1,1,105.63582504920588,12,2,0,1,0,0,0,0,0,0,2,31.28378536034274,7.5,10.960010772606294,56.74999142020094,85,1
64,50,Higher Secondary,15,22.676249,89.409887,Khulna,3,0.8502024291497976,3,4.0,3.0,1,3,1,1,0,1,2,2,2,70,0,2,0,0,4,1,1,1,251.27026101327428,15,2,1,4,1,0,0,0,0,1,2,27.827773992501832,7.5,12.094738500211871,98.3598421826504,40,1
220,45,Primary,15,22.682859,89.464623,Khulna,3,0.30364372469635625,2,2.5,1.5,1,4,1,1,0,0,5,1,2,45,0,4,1,0,1,1,1,2,167.09369149607267,10,2,0,1,0,0,0,0,0,1,2,28.90563721387705,,20.98398075662195,98.09897201387777,85,1
192,32,Secondary,9,22.681574,89.477038,Khulna,1,1.0121457489878543,3,5.0,3.0,1,3,1,1,0,1,2,2,2,50,0,2,0,0,4,0,1,2,223.48179328255176,8,2,1,1,0,0,0,0,0,1,2,26.614652693876085,,10.284580750632408,58.97793331310589,100,1
62,66,Higher Secondary,22,22.581417,89.666383,Bagerhat,3,0.32388663967611336,1,3.0,2.0,1,1,1,1,0,1,3,2,2,45,0,4,1,0,3,1,1,3,201.31433002161782,15,3,0,4,0,0,0,0,0,1,2,28.847685116094784,7.0,12.927909306582851,30.824701430556885,45,1
80,35,No,15,22.676111,89.408889,Khulna,3,0.1214574898785425,3,4.5,3.0,1,3,1,3,0,1,3,2,2,45,0,1,0,0,3,1,1,1,604.1091210862498,5,1,0,4,0,1,1,1,1,1,1,36.20414454232973,8.6,13.480204856746884,61.746170731075686,90,1
15,52,Primary,11,22.596463,89.722564,Bagerhat,3,0.8097165991902834,2,8.0,3.0,1,4,1,3,0,1,3,3,2,70,1,0,0,0,4,1,1,2,95.6380246203131,30,2,1,3,1,0,0,0,0,1,2,25.816372635635286,7.0,11.813184581470573,37.30110777432637,40,1
76,55,Primary,25,22.698237,89.415383,Khulna,1,0.242914979757085,3,4.0,3.0,1,3,1,1,0,1,2,3,2,30,1,0,0,0,4,0,1,1,157.73887491772646,20,2,0,3,0,0,0,0,0,1,2,28.389326972843374,7.5,13.45257809904771,99.35195375318794,15,1
125,60,Secondary,9,22.772555,89.322588,Khulna,3,0.8097165991902834,2,5.0,1.5,1,3,1,3,0,1,3,2,2,30,1,0,0,0,3,1,1,2,613.2341724810012,9,1,0,2,1,0,0,0,0,1,2,34.00321168581911,8.0,11.094974548993747,100.0,35,1
88,47,Primary,25,22.689297,89.478548,Khulna,3,0.1214574898785425,3,4.0,2.0,1,4,1,1,0,1,2,3,2,30,0,4,1,0,3,0,1,1,112.82244659217695,15,2,0,1,0,0,0,0,0,1,2,30.666730145094075,7.0,12.687774861081856,80.51200565120466,0,0
156,45,Primary,16,22.64748,89.044991,Satkhira,3,0.26720647773279355,3,3.0,2.0,1,3,1,1,0,1,3,2,2,50,0,4,1,0,1,1,1,2,122.94796637535376,28,2,1,1,0,0,0,0,0,1,2,27.183348923739604,6.0,10.478351220894535,44.73202216369669,0,0
16,28,Secondary,10,22.597498,89.738968,Bagerhat,3,0.8421052631578947,2,7.5,2.5,1,4,3,3,0,1,3,2,2,75,1,0,0,0,4,1,1,1,142.02968879090804,30,2,1,3,1,0,0,0,0,1,2,26.616078405794198,7.5,11.188354628431261,15.0,0,0
229,53,Secondary,1,22.503056,89.647222,Bagerhat,1,2.834008097165992,1,0.0,4.5,0,4,3,3,1,1,1,2,2,70,0,1,0,0,1,0,4,2,503.92392683377284,30,2,0,2,1,0,1,1,1,0,1,29.623708657708637,7.8,6.394945973196818,58.11008862801976,0,1
117,62,Primary,34,22.788293,89.335034,Khulna,1,0.2793522267206478,3,3.0,2.0,1,3,1,3,0,1,2,2,2,85,1,0,0,0,2,1,1,3,355.57000982009566,12,3,1,3,1,0,0,0,0,1,2,31.105254510020835,7.6,6.505745211570393,32.768037143365824,0,0
138,30,Secondary,25,22.679382,89.476966,Khulna,3,0.6680161943319838,2,3.0,2.0,1,3,1,3,0,1,2,2,2,45,2,0,0,0,3,0,3,3,94.72372810354304,12,2,1,4,1,0,0,0,0,1,2,27.226212432403784,9.0,11.899321974767211,58.940437649405794,0,0
75,55,Higher Secondary,20,22.676317,89.409818,Khulna,1,1.1133603238866396,3,5.0,2.5,1,3,1,3,0,1,3,2,2,55,2,0,0,0,2,1,1,1,211.10789493519817,8,2,1,3,1,0,0,0,0,1,2,27.014589330460815,7.5,13.800032198281752,45.32531920147451,0,0
17,43,Higher Secondary,17,22.768703,89.340587,Khulna,3,0.4008097165991903,3,3.0,2.0,1,1,3,3,0,1,5,1,2,30,0,2,0,0,3,0,1,2,85.28977045388605,40,2,1,3,1,0,0,0,0,1,2,28.00739796349346,7.0,10.190202467530874,32.32349287304787,15,1
228,55,Primary,13,22.682827,89.465918,Khulna,3,1.0121457489878543,2,5.0,2.0,0,3,1,1,0,1,2,2,2,30,3,0,0,0,1,1,1,2,133.6808806098572,10,2,0,3,0,0,0,0,0,1,2,27.95030703685825,,13.827043597638848,71.06337614066001,0,0
136,73,Secondary,12,22.729662,89.470217,Khulna,3,0.05263157894736842,2,5.0,5.0,1,4,1,1,0,1,3,3,2,45,1,0,0,0,3,1,1,1,75.27259792574861,13,2,0,5,0,0,0,0,0,0,2,26.4407032320396,8.0,13.247563594667762,48.925074312240326,0,0
26,43,Higher Secondary,19,22.749724,89.321652,Khulna,3,0.26720647773279355,3,5.0,3.0,1,1,3,3,0,1,1,2,1,75,1,0,0,0,1,0,1,2,157.9554025776479,15,2,1,3,1,0,0,0,0,1,2,27.77236989690567,7.5,12.524853562994114,15.0,15,1
102,58,Primary,20,22.704124,89.476567,Khulna,3,0.27125506072874495,2,4.0,2.5,1,1,1,1,0,1,3,3,2,30,1,0,0,0,3,0,1,1,58.64343694188256,8,2,0,2,0,0,0,0,0,1,2,34.819104697875645,8.5,12.800121690546407,40.91788493353252,70,1
